host_id,reviews_per_month,high_number_of_reviews
8313697,0.0,0
8313953,0.84,1
8314232,1.01,1
8314626,4.27,1
8314981,0.37,1
8315861,0.65,1
8325020,1.0,1
8325079,0.05,0
8327308,0.02,0
8330049,0.31,0
8331436,0.14,0
8332285,1.35,1
8332684,0.02,0
8334983,0.14,0
8335684,0.35000000000000003,1
8335875,0.86,1
8336526,0.25,0
8337820,1.25,1
8338942,12.410000000000002,1
8341543,0.51,1
8343772,0.25,0
8343891,0.0,0
8344620,0.23,0
8345393,0.09,0
8346419,0.1,0
8349334,0.2,0
8349905,0.07,0
8351424,1.42,1
8353665,0.76,1
8354345,1.89,1
8358654,0.0,0
8363605,0.0,0
8366233,1.45,1
8366847,0.06,0
8373183,0.61,1
8375500,0.16,0
8381084,1.77,1
8384058,0.57,1
8387315,1.86,1
8389062,0.02,0
8389213,0.12,0
8402190,1.03,1
8409547,0.25,0
8410380,2.29,1
8411075,1.83,1
8416362,0.36,1
8422502,0.04,0
8425251,0.59,1
8429207,0.4,1
8434244,0.87,1
8435480,9.08,1
8435624,0.26,0
8439782,0.0,0
8441265,0.22,0
8442344,0.0,0
8448216,0.0,0
8451716,3.01,1
8452639,2.48,1
8452695,0.14,0
8454981,0.55,1
8455543,0.27,0
8455776,1.77,1
8456000,1.45,1
8456422,0.38,1
8457214,0.08,0
8471197,0.97,1
8472477,0.02,0
8473523,0.46,1
8475475,0.05,0
8479809,0.0,0
8480056,1.43,1
8480652,3.43,1
8483704,1.01,1
8489537,2.03,1
8490286,3.36,1
8491077,0.0,0
8494658,0.54,1
8497788,0.01,0
8498596,2.71,1
8500390,0.76,1
8500680,0.81,1
8501698,0.02,0
8502406,0.74,1
8502743,0.0,0
8503180,0.37,1
8503277,0.06,0
8511553,0.12,0
8511789,0.05,0
8515724,1.5,1
8518291,0.0,0
8518298,1.62,1
8518665,15.81,1
8519823,0.23,0
8520430,1.28,1
8521063,0.85,1
8523790,0.0,0
8523970,0.13,0
8525142,1.24,1
8525424,0.05,0
8530836,0.09,0
8531067,0.05,0
8533032,0.64,1
8533891,0.03,0
8534610,1.68,1
8535372,1.17,1
8538739,0.0,0
8539684,0.22,0
8546088,0.83,1
8547368,2.5,1
8548430,2.16,1
8548453,0.04,0
8550571,0.2,0
8552126,3.3899999999999997,1
8552927,6.38,1
8554194,0.75,1
8554637,3.37,1
8555319,0.52,1
8556751,0.0,0
8567200,1.03,1
8568618,3.45,1
8568891,0.24,0
8569221,2.27,1
8571026,0.25,0
8571056,0.1,0
8573805,0.0,0
8575784,0.12,0
8581058,2.81,1
8584513,0.72,1
8591292,1.34,1
8591819,0.0,0
8594019,0.16,0
8595112,0.27999999999999997,0
8596732,0.13,0
8597778,0.09,0
8602681,0.21,0
8610441,3.72,1
8612450,0.16,0
8615868,0.0,0
8616291,4.48,1
8619668,0.32,0
8619862,0.02,0
8619985,3.75,1
8621271,0.68,1
8624212,1.99,1
8627814,0.05,0
8628781,0.04,0
8629268,0.17,0
8630543,5.890000000000001,1
8631217,0.24,0
8632571,0.85,1
8633973,1.29,1
8634678,0.37,1
8635103,0.02,0
8635827,1.11,1
8636489,0.32,0
8636732,0.02,0
8637211,10.479999999999999,1
8638841,3.05,1
8652278,0.04,0
8653725,2.25,1
8654456,2.22,1
8654731,0.0,0
8656650,0.52,1
8659738,2.02,1
8660811,0.0,0
8661991,0.06,0
8662157,1.88,1
8663057,6.15,1
8671253,0.06,0
8671553,0.0,0
8672281,1.02,1
8676157,0.0,0
8677042,0.13,0
8680097,1.05,1
8681710,2.5,1
8682765,0.0,0
8685072,0.21,0
8685999,1.94,1
8686625,1.0,1
8686752,1.02,1
8687068,3.44,1
8687478,0.04,0
8687489,0.51,1
8691394,1.0,1
8692598,0.09,0
8693117,0.88,1
8693741,0.04,0
8693780,2.06,1
8697041,0.06,0
8699249,0.18,0
8702561,1.59,1
8704042,1.53,1
8706294,1.24,1
8707742,0.0,0
8708720,1.83,1
8711250,0.06,0
8712217,0.23,0
8714636,0.02,0
8715723,22.55,1
8715964,0.0,0
8716709,0.0,0
8717872,0.43,1
8726000,0.07,0
8726014,0.11,0
8726203,1.95,1
8726365,0.0,0
8726843,2.4,1
8730513,0.04,0
8730700,0.85,1
8732038,0.0,0
8732694,6.27,1
8733761,0.16,0
8734291,1.36,1
8739010,0.45,1
8739354,0.38,1
8739627,0.0,0
8740210,0.02,0
8740662,0.0,0
8741682,0.02,0
8748472,0.14,0
8748976,0.0,0
8749245,0.12,0
8750186,0.0,0
8751800,0.3,0
8753629,0.23,0
8753700,1.03,1
8753908,0.02,0
8756366,0.0,0
8756595,0.36,1
8756821,0.45,1
8760900,2.39,1
8768792,0.02,0
8772693,0.25,0
8775113,0.03,0
8778846,1.07,1
8778889,0.0,0
8778997,0.45,1
8780729,0.53,1
8783166,0.18,0
8784903,0.1,0
8785272,0.0,0
8785876,1.3,1
8788534,2.77,1
8792814,11.629999999999999,1
8794068,0.0,0
8794266,0.0,0
8796895,0.16,0
8803552,0.0,0
8810794,0.93,1
8811222,3.35,1
8812035,0.02,0
8812591,0.81,1
8813443,0.0,0
8815907,0.29,0
8816218,0.0,0
8817100,0.0,0
8818661,0.38,1
8820573,2.23,1
8821726,0.37,1
8821936,0.27,0
8822845,0.43,1
8822946,0.06,0
8824169,0.14,0
8825991,0.0,0
8826175,7.31,1
8830191,1.13,1
8830645,0.03,0
8832035,0.21,0
8832456,3.84,1
8833885,3.38,1
8834234,0.59,1
8834412,0.0,0
8835932,0.3,0
8837750,2.01,1
8838044,0.75,1
8838470,1.07,1
8841485,1.38,1
8844412,0.08,0
8849869,0.18,0
8851665,0.02,0
8852945,0.0,0
8854804,0.0,0
8855004,0.05,0
8856151,0.0,0
8858347,0.26,0
8859112,4.789999999999999,1
8859950,1.1,1
8862886,0.88,1
8869512,0.04,0
8869875,0.1,0
8870072,0.43,1
8871082,0.02,0
8873123,0.0,0
8873293,0.39,1
8873749,1.32,1
8876603,2.88,1
8877881,0.0,0
8879096,0.29,0
8881505,1.57,1
8881924,0.15,0
8885753,0.0,0
8893700,2.9000000000000004,1
8894559,0.28,0
8896180,2.33,1
8896489,1.42,1
8896831,1.46,1
8898944,1.04,1
8901437,0.13,0
8902538,1.14,1
8902883,0.27,0
8903368,0.07,0
8905097,0.64,1
8910286,2.32,1
8917825,0.67,1
8918030,0.72,1
8918223,0.33,0
8920162,0.0,0
8923129,0.21,0
8924676,0.0,0
8924861,0.52,1
8924899,1.28,1
8925370,0.63,1
8925493,0.4,1
8925763,3.0599999999999996,1
8934751,0.48,1
8936313,0.0,0
8936829,0.0,0
8937205,0.08,0
8940513,1.29,1
8943770,3.23,1
8946866,0.83,1
8951256,0.75,1
8952737,0.49,1
8953823,0.0,0
8954264,0.5,1
8955761,0.0,0
8956323,0.0,0
8960308,2.99,1
8960858,0.91,1
8961407,6.949999999999999,1
8962282,0.2,0
8965532,0.22,0
8968224,0.0,0
8973065,0.26,0
8976567,0.75,1
8977158,8.09,1
8977208,0.0,0
8977237,0.0,0
8986298,1.99,1
8986314,0.0,0
8989844,0.73,1
8990438,2.26,1
8992812,0.55,1
8993084,2.84,1
8993896,1.69,1
8996336,0.18,0
8996900,0.02,0
8997485,4.29,1
8998154,4.03,1
9006067,0.12,0
9007512,0.12,0
9007993,0.06,0
9008935,0.1,0
9010955,4.42,1
9010960,0.01,0
9012184,0.0,0
9018136,0.29,0
9018292,0.0,0
9020323,0.79,1
9021276,0.51,1
9028198,0.58,1
9028473,0.0,0
9030453,1.1099999999999999,1
9031941,0.05,0
9034275,0.1,0
9034883,0.36,1
9035097,1.0,1
9035762,0.14,0
9036787,0.92,1
9037589,0.0,0
9038714,1.48,1
9038810,0.82,1
9039711,0.04,0
9039995,0.33,0
9040879,1.44,1
9047774,0.0,0
9049657,3.9,1
9050139,1.44,1
9050420,0.0,0
9051298,0.43,1
9052422,0.0,0
9053036,1.1,1
9053876,1.22,1
9054750,0.66,1
9055412,0.0,0
9059339,2.84,1
9059810,0.0,0
9060143,0.12,0
9060287,0.54,1
9071235,0.32,0
9072771,0.37,1
9073820,0.0,0
9075136,1.07,1
9080758,0.79,1
9081178,3.61,1
9081271,0.03,0
9086174,4.2,1
9087121,0.22,0
9089718,0.67,1
9089934,0.0,0
9090698,0.08,0
9091410,0.22,0
9094952,0.06,0
9096745,1.68,1
9104749,0.54,1
9105586,0.02,0
9107715,0.51,1
9108035,0.1,0
9109049,0.28,0
9110062,0.23,0
9111709,0.24,0
9111954,5.24,1
9112269,0.64,1
9117590,3.43,1
9119410,0.02,0
9119676,0.17,0
9119678,0.66,1
9120157,0.07,0
9121644,0.15,0
9121940,2.12,1
9122037,0.0,0
9122601,0.67,1
9123948,0.05,0
9124906,0.07,0
9127398,0.0,0
9130040,2.05,1
9130390,0.17,0
9130465,3.37,1
9130983,0.14,0
9132107,0.04,0
9133231,4.64,1
9138141,8.17,1
9138796,2.83,1
9140149,0.0,0
9143200,0.04,0
9143279,0.57,1
9144218,0.0,0
9147284,0.18,0
9148721,0.23,0
9149064,0.45,1
9150099,0.04,0
9152821,0.0,0
9153601,1.61,1
9155419,0.38,1
9155963,0.87,1
9160985,0.0,0
9162713,1.0,1
9163877,0.93,1
9165739,0.0,0
9166253,0.02,0
9166875,0.02,0
9171744,2.5,1
9173924,1.79,1
9175058,1.02,1
9176448,0.68,1
9176756,0.08,0
9177778,2.46,1
9177920,2.25,1
9186542,0.55,1
9187405,0.28,0
9192860,2.97,1
9193506,0.08,0
9193762,0.02,0
9195264,0.32,0
9196903,0.0,0
9197440,0.07,0
9197619,0.0,0
9201921,0.37,1
9203654,0.0,0
9206072,4.8,1
9207223,0.52,1
9208421,3.8200000000000003,1
9208470,0.98,1
9209691,5.4,1
9209820,3.5999999999999996,1
9212402,0.24,0
9212560,0.0,0
9212686,0.08,0
9214999,0.1,0
9215302,0.18,0
9215509,0.39,1
9215977,0.79,1
9217610,1.91,1
9219155,1.0,1
9223085,2.88,1
9223263,0.12,0
9224914,0.77,1
9228776,1.09,1
9229424,0.79,1
9232428,0.09,0
9232930,0.36,1
9234456,2.32,1
9235481,0.05,0
9236677,0.0,0
9237638,1.67,1
9238069,0.8,1
9241743,0.04,0
9243105,6.43,1
9245509,0.08,0
9246269,0.0,0
9246334,0.6,1
9247072,0.16,0
9248619,0.3,0
9249156,0.04,0
9250406,1.84,1
9250609,0.0,0
9250639,0.16,0
9251010,0.18,0
9260643,0.34,0
9262409,0.02,0
9263105,0.1,0
9263625,0.81,1
9265204,0.26,0
9266337,0.5,1
9268156,1.39,1
9268805,0.66,1
9269794,0.45,1
9270510,1.0,1
9270927,0.0,0
9271872,4.1,1
9273392,1.69,1
9273561,0.41,1
9280078,0.02,0
9280524,0.02,0
9282170,0.0,0
9284163,13.33,1
9285314,4.53,1
9285643,0.0,0
9287155,0.71,1
9288052,0.3,0
9289171,5.21,1
9290968,0.05,0
9293512,0.5,1
9293730,6.42,1
9294273,0.02,0
9295169,0.12,0
9295237,0.06,0
9296262,0.24,0
9306192,0.0,0
9306716,1.04,1
9306976,2.4099999999999997,1
9307590,2.64,1
9311147,0.0,0
9314442,0.04,0
9316187,1.62,1
9316328,2.56,1
9317567,0.2,0
9318816,0.8,1
9320995,0.04,0
9320996,0.07,0
9326099,0.07,0
9327286,0.0,0
9328891,0.0,0
9329037,0.19,0
9329143,0.0,0
9334241,0.4,1
9339714,3.08,1
9339818,0.56,1
9340104,2.1,1
9346894,4.15,1
9348961,0.02,0
9350960,4.48,1
9352452,0.73,1
9352563,1.09,1
9353656,0.93,1
9358058,0.52,1
9358396,0.29,0
9358748,0.06,0
9361557,3.4,1
9364330,0.13,0
9367710,0.51,1
9367785,0.25,0
9368118,0.0,0
9369977,0.08,0
9370327,0.37,1
9371210,0.69,1
9371252,0.61,1
9371652,0.03,0
9371687,0.0,0
9372363,0.4,1
9372538,3.26,1
9375506,0.0,0
9376458,0.2,0
9378810,0.65,1
9379512,1.22,1
9383056,0.07,0
9388460,3.52,1
9389685,0.25,0
9390190,3.45,1
9392189,0.0,0
9399583,0.3,0
9403624,0.29,0
9405848,0.31,0
9407785,3.78,1
9408841,0.19,0
9409396,0.0,0
9412549,0.13,0
9414337,0.05,0
9419684,0.0,0
9420221,0.3,0
9421493,0.42,1
9423379,0.17,0
9424650,2.27,1
9426702,0.38,1
9427289,7.45,1
9427555,0.13,0
9427815,0.04,0
9427915,0.98,1
9428025,0.11,0
9430106,0.05,0
9430316,0.04,0
9430366,2.99,1
9430658,0.38,1
9430973,0.0,0
9431355,0.13,0
9439324,4.91,1
9440328,0.2,0
9441612,0.03,0
9442045,2.8,1
9442724,0.0,0
9443112,0.2,0
9443343,2.24,1
9446509,0.13,0
9446761,0.0,0
9450203,0.06,0
9450412,0.27,0
9451697,0.0,0
9453700,2.12,1
9453989,0.54,1
9455699,0.19,0
9460317,0.04,0
9462127,0.0,0
9466826,0.43,1
9470468,3.92,1
9472223,0.47,1
9472822,0.0,0
9473928,0.06,0
9474623,2.57,1
9475918,0.36,1
9481015,0.13,0
9482236,0.21,0
9483525,0.21,0
9484127,0.41,1
9484908,1.89,1
9485066,0.07,0
9486005,0.04,0
9486614,0.0,0
9488139,0.38,1
9488731,0.08,0
9489975,0.0,0
9490594,1.11,1
9492212,6.84,1
9494593,0.17,0
9501531,5.08,1
9501536,0.04,0
9501646,0.24,0
9503685,0.27,0
9503725,0.0,0
9503874,1.3,1
9504403,0.04,0
9507017,0.0,0
9509269,2.4699999999999998,1
9511935,0.02,0
9518018,0.0,0
9518420,0.23,0
9520651,0.0,0
9522664,0.79,1
9522851,1.5,1
9523229,1.63,1
9523245,0.11,0
9523962,0.2,0
9524360,5.1,1
9525999,0.7,1
9530419,0.09,0
9532490,1.35,1
9535767,0.04,0
9536913,0.0,0
9538322,3.05,1
9539044,0.05,0
9539170,0.9,1
9539641,2.1,1
9540269,0.02,0
9543143,0.29,0
9545279,1.44,1
9553177,0.28,0
9554878,0.4,1
9554965,0.47,1
9558116,1.33,1
9558820,0.19,0
9563216,1.02,1
9563358,0.07,0
9563496,0.0,0
9563971,0.14,0
9572607,2.11,1
9574706,0.17,0
9576121,0.98,1
9582338,1.52,1
9582456,0.66,1
9582999,0.0,0
9583320,0.4,1
9584747,0.2,0
9584918,0.1,0
9586465,3.18,1
9586633,0.31,0
9589826,0.0,0
9592775,4.36,1
9593224,0.0,0
9594567,0.05,0
9597266,0.03,0
9597454,0.06,0
9598256,0.32,0
9599840,3.61,1
9600457,0.0,0
9600781,0.0,0
9601006,1.3,1
9601972,0.03,0
9604972,0.01,0
9605757,0.82,1
9605945,0.71,1
9609022,0.1,0
9610339,0.19,0
9613050,0.0,0
9614389,2.23,1
9615574,0.41,1
9617573,0.0,0
9618786,0.89,1
9622750,0.18,0
9626457,3.21,1
9630447,0.0,0
9630921,0.0,0
9631554,1.13,1
9631746,0.55,1
9632055,0.0,0
9632197,2.63,1
9632747,1.7,1
9633085,0.13,0
9637585,0.03,0
9638130,0.0,0
9638204,0.35000000000000003,1
9639313,0.58,1
9640114,0.07,0
9640446,0.0,0
9641129,0.1,0
9642814,0.63,1
9644281,0.04,0
9644289,0.29,0
9646150,3.69,1
9646158,2.33,1
9647066,1.13,1
9649691,1.13,1
9652075,0.98,1
9655028,0.0,0
9656110,0.0,0
9659504,0.19,0
9659956,0.04,0
9662924,0.02,0
9663247,1.02,1
9663349,0.09,0
9664155,0.08,0
9664692,0.0,0
9665594,0.06,0
9667278,0.51,1
9667684,2.63,1
9667737,0.04,0
9669516,0.09,0
9669675,0.67,1
9670774,0.0,0
9671392,2.05,1
9671470,2.82,1
9672128,0.18,0
9678658,0.24,0
9679291,0.02,0
9679850,0.83,1
9679974,1.18,1
9680171,0.02,0
9680175,1.05,1
9683962,0.47,1
9684993,0.11,0
9685363,0.2,0
9685952,0.14,0
9685977,0.48,1
9689041,0.0,0
9691202,0.35,0
9700935,0.0,0
9702392,0.8,1
9703336,0.04,0
9703540,0.02,0
9704072,0.0,0
9708374,0.02,0
9709235,4.57,1
9709464,0.0,0
9710466,0.51,1
9711035,0.6,1
9716281,1.31,1
9718310,0.26,0
9721574,0.0,0
9723297,0.0,0
9725785,5.26,1
9726872,0.32,0
9727058,0.85,1
9729421,0.04,0
9730304,0.13,0
9736997,4.48,1
9737872,0.13,0
9737900,1.16,1
9738468,0.65,1
9738823,6.02,1
9739435,0.0,0
9742010,0.0,0
9743617,3.41,1
9744172,0.17,0
9745149,0.17,0
9745447,0.25,0
9746153,1.03,1
9750462,1.55,1
9751988,0.06,0
9754117,0.0,0
9754272,0.1,0
9756051,0.31,0
9757249,0.0,0
9761047,5.710000000000001,1
9762099,0.0,0
9767363,2.76,1
9769764,0.0,0
9770822,1.58,1
9772108,0.75,1
9773128,0.0,0
9774018,3.36,1
9775058,1.18,1
9777215,7.7700000000000005,1
9782292,0.07,0
9782866,0.55,1
9783871,0.0,0
9783911,0.0,0
9784153,0.0,0
9784206,3.39,1
9784802,1.12,1
9786229,0.0,0
9786357,1.39,1
9787070,0.0,0
9787502,0.39,1
9787825,0.03,0
9790609,1.65,1
9791461,0.86,1
9791536,0.03,0
9792941,0.26,0
9793059,1.14,1
9793190,0.15,0
9794342,0.48,1
9795483,2.87,1
9795610,0.04,0
9804005,0.13,0
9806708,0.0,0
9806886,0.06,0
9808087,0.86,1
9808458,0.65,1
9811865,0.3,0
9813233,0.0,0
9813350,0.0,0
9813962,0.1,0
9814074,0.27,0
9815198,0.0,0
9816503,2.71,1
9817255,0.43,1
9817353,0.0,0
9817733,2.45,1
9819284,0.96,1
9820312,0.24,0
9820942,9.81,1
9828418,0.06,0
9831559,0.2,0
9831730,0.25,0
9831905,0.0,0
9832158,0.1,0
9836692,2.88,1
9837019,2.37,1
9840901,0.46,1
9843389,0.89,1
9845403,0.0,0
9846230,0.0,0
9847713,3.51,1
9848712,4.33,1
9849167,1.12,1
9850389,0.57,1
9851499,0.0,0
9852787,0.78,1
9854191,0.84,1
9854463,0.63,1
9854533,0.45,1
9855802,0.0,0
9856328,0.21,0
9856492,0.31,0
9856784,4.36,1
9859148,0.02,0
9859391,0.2,0
9860977,0.62,1
9862206,0.34,0
9862957,0.36,1
9864136,4.949999999999999,1
9870528,0.0,0
9870919,0.04,0
9871799,0.26,0
9872597,0.12,0
9872650,0.34,0
9876670,0.0,0
9878261,0.94,1
9878986,0.66,1
9880191,0.42000000000000004,1
9880282,1.05,1
9881214,0.02,0
9888877,0.01,0
9890399,0.33,0
9891348,1.36,1
9892520,3.69,1
9892766,0.0,0
9893040,0.2,0
9895399,0.02,0
9896078,0.03,0
9897580,1.0,1
9898029,0.19,0
9903826,0.0,0
9904775,0.67,1
9904977,1.66,1
9905393,2.34,1
9906590,0.0,0
9909455,0.89,1
9909635,3.4400000000000004,1
9910378,0.0,0
9912305,0.24,0
9912620,0.21,0
9913035,1.22,1
9914596,0.24,0
9915185,0.04,0
9917136,0.65,1
9919024,1.42,1
9921108,0.03,0
9922513,0.13,0
9922972,14.629999999999999,1
9923644,0.0,0
9928037,0.14,0
9928808,0.29,0
9932811,0.04,0
9933134,0.85,1
9937471,0.59,1
9943690,0.14,0
9944244,0.17,0
9945748,0.36,1
9946315,1.09,1
9946550,0.02,0
9947332,3.53,1
9947836,2.85,1
9948798,0.26,0
9949214,0.55,1
9949215,2.36,1
9949656,0.14,0
9950152,2.7,1
9951559,1.16,1
9951993,0.03,0
9952523,1.18,1
9953720,0.02,0
9953808,0.04,0
9956828,0.07,0
9957946,2.42,1
9959323,0.27,0
9962257,1.7,1
9962746,0.39,1
9963151,0.73,1
9965028,0.25,0
9968385,0.0,0
9970061,0.11,0
9972535,0.4,1
9973967,5.46,1
9974520,0.02,0
9975046,0.0,0
9975193,0.11,0
9975784,0.0,0
9976776,0.06,0
9977688,0.19,0
9989761,5.41,1
9990930,0.0,0
9991075,0.31,0
9991314,0.0,0
9991763,0.09,0
9994745,0.13,0
9995094,2.23,1
9996343,0.33,0
9997184,0.21,0
9997747,0.11,0
9997988,0.0,0
10001478,0.37,1
10001551,0.27,0
10002513,0.06,0
10002937,0.12,0
10003199,1.96,1
10003254,0.17,0
10004299,0.0,0
10004428,0.32,0
10008086,2.79,1
10009047,0.78,1
10012271,0.02,0
10012421,1.51,1
10013093,0.02,0
10014288,0.0,0
10014644,2.68,1
10015055,3.95,1
10015933,1.54,1
10017420,2.65,1
10018391,1.19,1
10018530,0.07,0
10020112,0.07,0
10022166,0.14,0
10022878,1.11,1
10023505,0.02,0
10023559,0.07,0
10024006,3.63,1
10025306,0.16,0
10028635,1.63,1
10030196,0.19,0
10032007,0.04,0
10032016,0.1,0
10033884,0.09,0
10034987,0.36,1
10035055,0.0,0
10037894,0.0,0
10039346,0.0,0
10039614,0.0,0
10040649,0.44,1
10041857,0.63,1
10043726,1.73,1
10054163,0.02,0
10054212,0.0,0
10055751,0.32,0
10057035,0.42,1
10061009,2.62,1
10061222,0.17,0
10071119,0.01,0
10071397,0.05,0
10072710,1.49,1
10074473,0.5,1
10074602,0.0,0
10075380,0.21,0
10076276,0.0,0
10077626,0.0,0
10077970,0.1,0
10078038,1.41,1
10082935,0.5,1
10085003,0.0,0
10085435,0.0,0
10087095,0.54,1
10087976,0.0,0
10094431,1.39,1
10095503,0.15,0
10097395,0.17,0
10098825,0.57,1
10099608,1.3,1
10099888,0.12,0
10102581,0.0,0
10102809,0.03,0
10103520,0.48,1
10106740,0.65,1
10109204,0.07,0
10110888,1.08,1
10112706,3.44,1
10113487,1.18,1
10113653,0.73,1
10113673,0.09,0
10113675,1.24,1
10117927,0.46,1
10121204,0.0,0
10123248,1.21,1
10124193,0.09,0
10124757,0.05,0
10125401,1.54,1
10125456,1.03,1
10128779,0.34,0
10129919,6.51,1
10131727,0.02,0
10132166,0.17,0
10132406,0.08,0
10133373,0.39,1
10134825,0.29000000000000004,0
10135994,0.0,0
10146370,1.28,1
10148113,0.05,0
10149317,7.379999999999999,1
10149453,0.0,0
10149880,0.0,0
10150870,0.77,1
10153235,0.0,0
10153970,0.02,0
10154339,0.0,0
10158478,0.0,0
10158500,0.9,1
10160214,0.52,1
10160571,0.68,1
10162189,1.34,1
10164435,5.7,1
10167933,0.02,0
10170442,0.55,1
10172703,1.72,1
10174622,0.99,1
10174909,0.0,0
10176907,0.14,0
10178252,2.29,1
10179999,2.42,1
10180449,0.0,0
10181589,0.0,0
10184093,0.19,0
10186459,0.0,0
10191995,3.58,1
10193030,0.04,0
10194688,3.09,1
10196579,0.39,1
10196765,0.28,0
10197136,0.0,0
10197359,0.64,1
10197436,4.33,1
10198498,0.9,1
10199059,0.0,0
10199873,0.0,0
10200352,0.62,1
10207681,0.33,0
10208450,0.02,0
10209118,0.0,0
10210950,0.51,1
10211848,0.01,0
10214546,0.0,0
10217532,0.12,0
10217559,0.0,0
10218689,1.48,1
10218953,2.25,1
10220289,0.77,1
10220753,2.33,1
10222758,3.77,1
10225447,2.32,1
10225905,0.0,0
10226006,0.25,0
10232293,0.21,0
10234636,0.45,1
10237786,2.81,1
10238618,0.03,0
10238822,0.0,0
10239152,0.66,1
10239472,0.0,0
10239868,0.29,0
10240682,0.28,0
10240786,0.02,0
10241822,0.11,0
10243387,0.9,1
10251511,0.07,0
10252755,0.01,0
10254539,0.31,0
10256614,3.35,1
10256663,1.92,1
10257350,3.71,1
10258336,0.0,0
10259868,0.0,0
10261855,0.0,0
10262363,0.03,0
10262420,0.86,1
10262436,0.0,0
10262649,1.0699999999999998,1
10263251,2.27,1
10263308,0.58,1
10263619,2.35,1
10263854,0.78,1
10263977,0.0,0
10264175,1.0,1
10264372,0.09,0
10264377,0.06,0
10266729,1.0,1
10268766,1.19,1
10273046,0.34,0
10273704,3.56,1
10273945,0.06,0
10274476,0.03,0
10276104,1.45,1
10277424,0.08,0
10278592,0.51,1
10278718,0.76,1
10280740,2.37,1
10283677,0.26,0
10283936,0.17,0
10284187,0.09,0
10284594,0.0,0
10286572,0.71,1
10287553,3.26,1
10291534,2.58,1
10294443,0.03,0
10294707,0.26,0
10295496,0.02,0
10297692,0.55,1
10301127,0.0,0
10302140,0.68,1
10303277,0.0,0
10304316,0.0,0
10304755,2.19,1
10306287,0.08,0
10307134,2.61,1
10312167,2.9699999999999998,1
10312377,0.0,0
10316525,0.06,0
10317189,0.0,0
10317649,0.23,0
10318796,0.0,0
10319096,0.0,0
10320429,3.12,1
10321540,0.87,1
10328631,0.2,0
10330612,0.25,0
10331194,0.0,0
10331953,0.11,0
10332773,4.33,1
10335025,0.23,0
10335193,0.04,0
10335937,0.67,1
10338497,0.0,0
10341284,0.63,1
10346084,0.0,0
10346273,0.06,0
10346860,0.0,0
10347684,0.08,0
10348305,0.05,0
10350245,0.02,0
10352213,0.6699999999999999,1
10353278,2.49,1
10353677,3.28,1
10355011,4.59,1
10355206,0.89,1
10363037,0.14,0
10364617,0.63,1
10365281,3.51,1
10366292,0.07,0
10366837,9.68,1
10367443,0.15,0
10369934,0.0,0
10371008,1.52,1
10371038,0.0,0
10373126,0.0,0
10373229,1.68,1
10373779,0.36,1
10374669,0.33,0
10380050,0.63,1
10383295,0.0,0
10383481,1.78,1
10384087,1.87,1
10384362,0.12,0
10384906,6.08,1
10385345,0.65,1
10385600,0.04,0
10387090,0.7899999999999999,1
10387304,1.13,1
10387309,0.0,0
10387797,0.09,0
10388662,0.77,1
10388850,0.0,0
10390993,0.0,0
10391137,2.81,1
10391716,2.95,1
10392717,0.0,0
10395636,0.44,1
10395888,1.36,1
10396079,0.08,0
10396247,0.36,1
10396384,0.0,0
10396448,0.08,0
10396710,0.03,0
10398270,0.05,0
10399992,0.02,0
10400953,0.5,1
10402380,10.370000000000001,1
10406276,0.0,0
10406601,0.0,0
10406845,0.97,1
10410631,0.06,0
10411030,0.16,0
10411359,0.58,1
10411521,0.0,0
10413379,0.27,0
10413872,0.0,0
10414780,0.71,1
10414799,0.67,1
10415675,5.47,1
10415735,1.7,1
10415750,0.48,1
10416602,1.66,1
10416706,0.26,0
10417106,0.11,0
10417911,0.02,0
10418386,0.0,0
10419406,0.0,0
10421091,0.17,0
10428298,0.0,0
10428997,1.26,1
10430261,0.0,0
10432817,1.01,1
10433019,0.11,0
10434360,0.67,1
10434821,0.15,0
10437339,0.51,1
10437461,0.17,0
10440477,0.13,0
10440985,0.02,0
10441070,0.09,0
10445838,1.89,1
10447370,0.04,0
10447807,0.0,0
10448306,0.22,0
10448572,0.78,1
10448798,0.28,0
10449710,0.42,1
10450748,3.53,1
10450922,0.0,0
10454853,0.03,0
10456843,1.32,1
10456845,0.07,0
10457196,1.06,1
10457300,2.29,1
10457486,1.48,1
10458139,1.89,1
10458297,0.29,0
10459594,0.07,0
10459727,0.79,1
10461088,0.0,0
10461612,0.41,1
10468616,0.02,0
10469805,0.03,0
10471097,0.0,0
10471351,0.48,1
10471651,0.45,1
10472095,0.11,0
10473601,0.2,0
10474877,0.51,1
10475653,9.82,1
10476100,0.06,0
10476957,1.61,1
10477204,0.0,0
10477693,0.0,0
10478532,0.14,0
10478551,0.53,1
10485182,0.0,0
10487850,0.0,0
10489069,0.0,0
10489933,0.0,0
10490291,0.04,0
10491406,0.65,1
10500831,2.0,1
10503302,0.13,0
10503555,0.0,0
10511044,0.43,1
10511660,0.96,1
10512556,0.0,0
10520210,0.36,1
10525320,2.3,1
10525934,0.44,1
10526058,0.84,1
10526877,0.0,0
10527465,0.17,0
10528287,6.57,1
10529251,0.92,1
10530947,0.08,0
10532169,0.0,0
10533381,2.36,1
10533538,0.42,1
10533750,0.04,0
10534508,0.28,0
10534760,1.52,1
10535116,0.1,0
10535464,0.64,1
10545523,0.08,0
10545845,0.01,0
10546345,1.65,1
10547610,0.0,0
