host_id,reviews_per_month,high_number_of_reviews
51358854,0.0,0
51364562,0.08,0
51367478,0.0,0
51368588,2.6100000000000003,1
51371360,0.04,0
51372003,1.3800000000000001,1
51380878,4.63,1
51412807,1.89,1
51413809,3.02,1
51414586,1.81,1
51419231,3.37,1
51422338,0.0,0
51422606,0.35,0
51425591,0.0,0
51426218,1.74,1
51429969,0.12,0
51430742,0.9,1
51431600,0.26,0
51432814,0.0,0
51433399,0.02,0
51434373,1.77,1
51434460,0.0,0
51439873,0.0,0
51445545,4.56,1
51446345,4.6,1
51446803,1.52,1
51447330,0.0,0
51450214,0.0,0
51459559,1.87,1
51496578,0.0,0
51499758,0.0,0
51501835,11.28,1
51504193,0.27,0
51509098,0.3,0
51510730,0.28,0
51513260,0.02,0
51513795,0.02,0
51517754,0.0,0
51520983,0.08,0
51522009,0.0,0
51524470,1.68,1
51525183,0.0,0
51525788,0.02,0
51528392,3.13,1
51531044,8.18,1
51532290,0.09,0
51536620,0.04,0
51537620,0.06,0
51538274,0.6,1
51538706,0.03,0
51542781,0.12,0
51547093,0.11,0
51547958,0.0,0
51550484,1.29,1
51551032,0.07,0
51552511,0.04,0
51556615,1.63,1
51563463,1.02,1
51584665,0.06,0
51589519,0.47,1
51594665,0.0,0
51596064,1.42,1
51601657,3.55,1
51605949,0.0,0
51610412,0.12,0
51614806,0.02,0
51623576,0.03,0
51651427,0.16,0
51652888,0.04,0
51662642,0.0,0
51663418,0.02,0
51664119,0.02,0
51667335,3.6,1
51672812,2.86,1
51674579,0.0,0
51678353,0.04,0
51680319,0.0,0
51684417,0.02,0
51688993,4.36,1
51690846,0.0,0
51698646,0.04,0
51706510,0.24,0
51716739,9.89,1
51728257,0.02,0
51734800,0.17,0
51742426,1.51,1
51743699,0.02,0
51746762,0.0,0
51752582,0.12,0
51752603,0.03,0
51752700,1.4,1
51756175,0.02,0
51756335,0.19,0
51764491,0.08,0
51765609,0.21,0
51765884,0.0,0
51772392,0.62,1
51783601,0.05,0
51812548,0.6,1
51813565,0.46,1
51813748,1.65,1
51826974,0.35,0
51829088,0.0,0
51830483,5.8999999999999995,1
51830532,1.17,1
51835429,0.0,0
51838759,3.9299999999999997,1
51839283,0.02,0
51842673,0.0,0
51843917,0.23,0
51846382,3.63,1
51850937,15.04,1
51851212,0.08,0
51857469,0.86,1
51870709,0.12,0
51902072,0.02,0
51905501,0.73,1
51908924,0.32,0
51913270,0.0,0
51913277,2.4,1
51913826,19.189999999999998,1
51914156,0.91,1
51924404,0.04,0
51940393,2.06,1
51947144,0.73,1
51948055,0.1,0
51954926,14.68,1
51964207,1.84,1
51965453,0.0,0
51985960,0.43000000000000005,1
51991283,0.3,0
51992385,0.37,1
52004369,0.19,0
52014015,0.0,0
52022983,0.0,0
52031473,1.06,1
52031734,0.02,0
52033043,1.3,1
52040778,0.0,0
52044518,10.31,1
52050220,0.25,0
52052321,0.17,0
52053537,0.0,0
52059111,0.03,0
52062343,4.78,1
52071286,4.37,1
52083976,0.0,0
52087142,0.4,1
52109239,0.0,0
52112891,0.06,0
52125790,0.25,0
52127857,0.06,0
52129673,0.78,1
52132241,1.71,1
52136241,1.35,1
52161562,0.96,1
52166457,0.18,0
52172297,0.25,0
52173396,0.21,0
52176200,4.97,1
52179765,0.29,0
52183380,0.05,0
52183960,3.2,1
52189306,0.0,0
52190465,0.05,0
52196858,5.49,1
52203920,2.79,1
52221728,0.07,0
52225868,0.0,0
52227619,0.4,1
52228249,0.0,0
52243765,0.0,0
52243881,0.24000000000000002,0
52251632,0.03,0
52262348,0.67,1
52262589,0.04,0
52267190,0.0,0
52287004,3.37,1
52310314,0.72,1
52317197,5.36,1
52319188,0.0,0
52320041,0.37,1
52320213,1.65,1
52336636,0.0,0
52342677,0.0,0
52347236,2.09,1
52347885,5.74,1
52357574,0.12,0
52361438,0.25,0
52361698,3.05,1
52363997,0.21,0
52377121,1.35,1
52395622,0.68,1
52403444,17.22,1
52413373,0.0,0
52424735,1.05,1
52425281,0.0,0
52428829,0.14,0
52430092,1.64,1
52432205,0.12,0
52443525,1.55,1
52445657,0.37,1
52460617,1.09,1
52468453,0.0,0
52474491,0.06,0
52484523,0.88,1
52494840,0.0,0
52498520,0.18,0
52516452,0.0,0
52525653,4.64,1
52525871,0.0,0
52526057,2.75,1
52526463,0.02,0
52529356,0.1,0
52530136,0.16,0
52530902,5.0,1
52531721,4.81,1
52532097,0.22,0
52535342,0.0,0
52538564,0.26,0
52539349,4.51,1
52549310,0.24,0
52551507,0.0,0
52559052,0.0,0
52563988,2.37,1
52573016,0.06,0
52573647,0.25,0
52575889,0.38,1
52577563,0.27,0
52577963,5.720000000000001,1
52584471,0.0,0
52586141,2.1,1
52592877,0.06,0
52593429,3.17,1
52593822,0.0,0
52599987,0.12,0
52601644,0.04,0
52602009,5.87,1
52602302,0.25,0
52610301,0.18,0
52616278,0.37,1
52618690,0.0,0
52630170,0.04,0
52644225,0.15,0
52656361,0.5,1
52656488,0.0,0
52656626,0.25,0
52657843,0.17,0
52663715,2.43,1
52671461,0.47,1
52674088,0.0,0
52675311,1.18,1
52676179,0.1,0
52694459,0.0,0
52699613,0.0,0
52701515,0.87,1
52705961,2.26,1
52711374,0.33,0
52720583,0.31,0
52751563,2.09,1
52756677,0.0,0
52763343,0.0,0
52767716,0.19,0
52768036,1.54,1
52777892,0.29,0
52780335,0.35,0
52794726,0.0,0
52796837,3.46,1
52799398,0.67,1
52816291,0.22,0
52818583,3.52,1
52825108,0.12,0
52851248,0.02,0
52862385,4.32,1
52876917,0.0,0
52889093,0.29,0
52894477,0.28,0
52895118,0.0,0
52917571,4.29,1
52949531,0.0,0
52950465,1.6400000000000001,1
52954055,0.26,0
52964447,1.49,1
52970439,1.9,1
52973925,0.0,0
52976247,0.0,0
52981364,3.93,1
52991771,1.35,1
52997121,11.030000000000001,1
52999390,0.07,0
53024277,2.59,1
53044777,0.46,1
53051331,0.68,1
53057690,0.0,0
53099839,0.0,0
53100200,1.48,1
53103368,0.0,0
53105633,0.0,0
53127489,0.0,0
53153865,1.82,1
53161854,0.42,1
53163551,0.17,0
53169195,0.04,0
53170355,0.83,1
53179388,0.28,0
53192488,0.05,0
53199312,1.56,1
53201506,1.76,1
53206623,0.65,1
53209258,0.0,0
53215338,0.06,0
53216788,0.88,1
53217509,0.0,0
53218990,0.0,0
53223410,0.18,0
53224546,0.0,0
53233895,0.99,1
53241793,6.19,1
53254710,1.07,1
53268392,0.0,0
53276746,1.49,1
53277135,0.65,1
53280298,1.04,1
53281880,4.06,1
53282710,0.04,0
53284346,0.04,0
53285277,0.67,1
53298603,0.15,0
53300414,0.3,0
53301314,2.11,1
53308963,0.9,1
53309031,1.13,1
53316033,0.0,0
53319402,0.0,0
53327491,1.07,1
53329690,0.35,0
53330133,0.0,0
53352173,0.81,1
53356372,0.0,0
53357457,0.44,1
53365451,0.1,0
53369750,3.14,1
53372862,0.61,1
53387593,0.0,0
53394322,0.0,0
53411078,0.05,0
53412784,0.0,0
53413881,0.33,0
53440969,3.3,1
53443367,1.46,1
53444504,0.6,1
53445174,0.02,0
53450065,0.0,0
53462017,0.31,0
53468381,4.7,1
53471415,0.2,0
53477091,0.1,0
53477287,0.03,0
53480097,1.38,1
53481649,0.1,0
53481729,0.0,0
53492531,0.04,0
53495399,0.02,0
53499481,0.92,1
53507512,0.0,0
53549582,0.21,0
53560822,1.82,1
53566965,0.0,0
53572347,0.0,0
53576644,0.0,0
53579930,0.0,0
53582731,0.35,0
53597648,0.11,0
53610697,1.15,1
53611405,0.07,0
53618094,0.0,0
53624923,0.35,0
53627366,1.64,1
53627900,3.82,1
53630880,0.24,0
53632978,2.11,1
53635805,0.02,0
53638710,0.57,1
53648985,0.63,1
53652520,0.0,0
53686400,0.0,0
53693534,0.0,0
53710434,1.12,1
53713798,0.86,1
53717769,2.69,1
53720762,1.58,1
53725579,18.55,1
53750726,0.83,1
53759518,0.0,0
53771409,0.0,0
53773419,0.68,1
53777373,0.0,0
53778891,1.78,1
53781263,1.3900000000000001,1
53791388,0.0,0
53819985,0.29,0
53821069,0.24,0
53821850,10.81,1
53827865,2.97,1
53829616,0.04,0
53836644,1.07,1
53836757,0.57,1
53848488,1.22,1
53850552,0.1,0
53868865,2.02,1
53883793,0.09,0
53884572,0.31,0
53894093,0.0,0
53911974,0.09,0
53930780,0.02,0
53931758,0.65,1
53953736,0.23,0
53955282,2.86,1
53963410,1.35,1
53966115,0.44999999999999996,1
53978622,4.41,1
54058956,0.0,0
54060270,0.04,0
54074349,0.0,0
54074445,0.06,0
54081046,1.56,1
54081802,0.0,0
54097817,0.12,0
54098346,0.08,0
54103333,0.08,0
54109579,0.19,0
54120025,0.03,0
54123180,0.28,0
54129736,0.68,1
54130768,0.0,0
54130816,0.04,0
54136018,3.22,1
54138365,0.0,0
54142777,0.0,0
54198006,3.31,1
54206554,0.02,0
54210823,0.0,0
54228655,1.02,1
54235059,0.0,0
54242258,0.09,0
54256065,0.0,0
54261444,0.0,0
54262760,0.0,0
54279355,0.11,0
54279433,0.02,0
54280519,0.0,0
54282449,3.74,1
54283244,2.74,1
54283436,0.18,0
54294445,0.37,1
54332560,0.33,0
54339185,0.0,0
54342301,0.29,0
54348871,1.98,1
54350383,0.0,0
54351163,1.5,1
54353888,0.5,1
54368503,0.0,0
54369863,0.05,0
54375099,0.02,0
54377368,0.69,1
54378184,1.09,1
54382354,3.64,1
54401446,0.0,0
54401544,0.03,0
54422839,0.08,0
54438083,5.78,1
54454582,4.74,1
54469570,0.09,0
54493342,1.0,1
54493349,0.0,0
54496096,1.88,1
54498900,0.12,0
54501105,2.16,1
54506584,0.29,0
54508926,4.03,1
54526346,3.24,1
54539364,3.29,1
54541149,0.05,0
54548232,4.21,1
54548626,4.01,1
54554971,1.19,1
54560752,0.16,0
54586794,0.04,0
54606969,0.18,0
54618020,0.09,0
54632171,0.66,1
54634134,0.03,0
54634154,0.68,1
54637605,0.05,0
54640485,3.1,1
54645176,0.07,0
54655271,0.15,0
54657257,0.72,1
54658419,0.75,1
54675040,0.0,0
54689007,0.18,0
54706499,0.0,0
54723812,0.0,0
54736855,3.84,1
54740781,0.1,0
54743212,0.09,0
54743396,1.66,1
54752442,0.23,0
54763152,1.6,1
54766951,0.24,0
54769760,0.31,0
54772069,0.0,0
54778990,0.0,0
54797779,0.07,0
54807420,0.07,0
54812662,0.0,0
54832948,0.0,0
54850437,0.71,1
54865437,0.28,0
54887685,3.43,1
54892756,0.02,0
54893231,0.99,1
54907254,0.07,0
54908827,0.0,0
54917558,3.95,1
54921733,2.64,1
54966810,0.07,0
54970203,2.3,1
55004447,0.37,1
55025690,0.57,1
55026020,0.0,0
55036405,0.0,0
55038786,0.25,0
55040763,2.57,1
55060863,0.02,0
55062858,4.75,1
55125246,22.15,1
55133987,0.0,0
55143966,0.93,1
55148803,1.71,1
55149174,0.0,0
55149412,6.909999999999999,1
55165952,0.0,0
55179950,0.0,0
55184486,8.55,1
55190776,0.88,1
55197031,0.0,0
55197894,0.25,0
55198931,0.33,0
55199178,0.95,1
55199493,3.51,1
55201743,0.03,0
55202404,0.09,0
55207670,0.0,0
55208833,0.0,0
55209173,0.09,0
55223948,2.03,1
55229297,1.26,1
55238289,0.0,0
55240477,0.05,0
55257448,0.0,0
55260292,0.73,1
55292741,0.0,0
55293656,0.37,1
55300400,0.0,0
55302128,1.09,1
55308025,0.25,0
55324782,0.04,0
55335435,0.48,1
55337659,0.0,0
55339775,0.0,0
55347886,1.62,1
55366375,0.0,0
55377720,0.0,0
55389878,0.03,0
55395596,0.02,0
55397210,0.42,1
55425653,0.25,0
55425915,0.0,0
55429414,0.0,0
55430096,0.21,0
55433649,3.83,1
55468128,27.909999999999997,1
55468876,3.74,1
55471059,0.06,0
55503144,0.0,0
55504410,0.0,0
55524449,0.0,0
55527442,2.83,1
55532612,1.12,1
55548497,2.06,1
55558315,0.0,0
55560532,0.0,0
55567227,6.09,1
55598152,0.0,0
55601522,0.0,0
55601638,0.02,0
55607877,0.55,1
55617221,0.0,0
55618434,1.91,1
55666163,1.13,1
55689124,1.37,1
55692793,0.0,0
55709707,0.0,0
55711801,4.33,1
55718379,0.0,0
55724558,1.87,1
55725808,0.04,0
55737033,1.74,1
55777679,0.29,0
55778523,0.11,0
55782090,0.38,1
55783719,0.92,1
55785222,0.0,0
55785340,0.0,0
55801740,0.73,1
55804009,0.04,0
55807631,0.4,1
55808233,0.0,0
55813598,6.28,1
55814053,3.1,1
55814811,0.11,0
55823684,0.0,0
55829442,0.09,0
55836825,0.0,0
55846135,1.49,1
55853534,0.0,0
55858529,5.93,1
55890413,0.59,1
55908144,0.12,0
55924200,0.0,0
55924743,0.13,0
55939980,0.14,0
55948559,7.699999999999999,1
55952214,1.67,1
55952349,0.12,0
55961060,0.0,0
55966543,0.41,1
55970820,0.0,0
55976102,0.79,1
55979182,0.0,0
55981584,0.41,1
55982547,1.4,1
55997024,2.12,1
56011641,1.38,1
56040696,1.13,1
56043282,0.16,0
56044722,0.02,0
56051614,1.07,1
56060495,2.39,1
56061767,0.0,0
56065753,0.13,0
56066018,0.02,0
56066134,0.04,0
56067189,0.04,0
56076854,3.29,1
56078939,0.0,0
56081679,0.06,0
56082757,0.0,0
56085259,0.89,1
56089590,2.14,1
56094192,0.0,0
56098700,0.0,0
56108071,2.23,1
56112494,0.0,0
56113781,0.0,0
56119624,0.37,1
56120055,2.96,1
56120478,0.33,0
56124518,0.02,0
56142507,0.49,1
56156848,2.0,1
56184689,0.54,1
56193545,0.0,0
56197328,1.1,1
56202220,0.1,0
56209329,0.37,1
56209601,0.0,0
56209895,0.0,0
56214245,0.55,1
56214524,3.67,1
56235570,0.0,0
56242694,0.05,0
56256469,0.12,0
56265076,0.31,0
56272665,0.0,0
56276728,0.19,0
56283770,1.47,1
56286886,0.81,1
56287818,0.0,0
56306339,0.44,1
56312532,0.0,0
56338076,1.58,1
56342503,0.09,0
56342651,0.0,0
56349939,2.79,1
56352735,2.15,1
56372211,3.02,1
56376946,0.04,0
56391145,0.0,0
56391348,3.1,1
56394959,0.39,1
56403037,10.39,1
56410306,0.0,0
56411266,0.0,0
56412357,0.0,0
56420582,4.82,1
56452701,0.23,0
56457959,0.16,0
56488633,0.92,1
56514111,0.04,0
56537951,0.07,0
56546581,0.15,0
56551795,0.03,0
56589011,0.15,0
56607815,0.0,0
56616493,0.0,0
56616801,0.19,0
56623911,0.06,0
56631570,0.72,1
56636906,0.0,0
56646027,0.25,0
56648414,0.78,1
56656728,8.75,1
56663545,1.36,1
56665831,0.06,0
56704653,0.0,0
56710089,1.09,1
56726411,0.0,0
56726605,0.25,0
56728868,0.0,0
56730358,0.18,0
56731026,3.44,1
56732131,1.43,1
56735326,0.1,0
56740664,0.0,0
56750914,1.51,1
56752163,0.16999999999999998,0
56754697,1.12,1
56757345,2.57,1
56771130,0.0,0
56775169,0.04,0
56778641,6.0,1
56784103,1.74,1
56836468,0.02,0
56861697,0.3,0
56878925,0.59,1
56887361,0.02,0
56905821,1.21,1
56917612,1.69,1
56965879,3.47,1
56984176,1.99,1
56985517,2.6,1
56995315,0.77,1
56998739,0.0,0
57002433,4.42,1
57014454,0.0,0
57015584,0.44,1
57023844,0.19,0
57024509,0.53,1
57034140,0.11,0
57044398,0.0,0
57046582,0.57,1
57049786,0.61,1
57049951,7.510000000000001,1
57050977,0.64,1
57055185,0.0,0
57059509,0.48,1
57060982,0.67,1
57061268,0.1,0
57064846,6.78,1
57067644,0.69,1
57069428,0.0,0
57069872,1.49,1
57070933,0.16999999999999998,0
57071687,2.03,1
57090879,0.06,0
57094235,0.13,0
57097075,0.02,0
57107571,0.72,1
57108236,7.000000000000001,1
57109253,0.29,0
57122538,1.62,1
57123462,0.09,0
57125089,4.46,1
57128179,3.8600000000000003,1
57135136,0.0,0
57146691,0.0,0
57148387,1.03,1
57155587,0.72,1
57158173,0.21,0
57160283,0.7,1
57162807,0.02,0
57165692,7.1899999999999995,1
57167275,0.0,0
57169534,0.26,0
57169835,0.29,0
57186170,9.54,1
57192926,2.25,1
57195513,0.48,1
57205301,0.0,0
57230304,0.7100000000000001,1
57247607,0.27,0
57254931,1.32,1
57257950,1.8800000000000001,1
57257971,0.02,0
57269448,0.02,0
57272703,0.05,0
57275881,0.0,0
57283593,1.46,1
57287101,0.25,0
57287881,0.0,0
57289930,0.0,0
57290914,1.17,1
57291936,0.68,1
57291971,0.0,0
57292550,0.04,0
57294304,0.0,0
57294763,0.0,0
57296783,0.0,0
57302064,0.58,1
57305837,3.55,1
57306556,0.95,1
57307079,1.28,1
57322447,0.29,0
57322543,1.31,1
57328653,0.25,0
57336940,0.44,1
57394835,1.59,1
57398859,0.0,0
57399783,0.18,0
57403189,5.15,1
57412032,0.23,0
57434801,0.0,0
57435629,0.03,0
57437690,0.0,0
57455831,0.17,0
57456594,1.47,1
57457584,1.49,1
57460097,2.92,1
57460773,3.63,1
57470846,0.0,0
57484031,0.41,1
57501710,0.21,0
57509618,0.0,0
57517386,0.0,0
57517667,1.08,1
57528994,0.0,0
57531995,0.45,1
57549945,1.35,1
57571805,0.17,0
57573249,0.26,0
57574248,0.55,1
57576702,1.49,1
57585972,3.06,1
57590915,0.91,1
57630325,0.57,1
57641560,4.83,1
57643057,5.71,1
57646925,0.0,0
57648603,1.44,1
57651976,0.08,0
57655724,0.0,0
57657144,1.65,1
57670550,0.25,0
57675402,0.3,0
57696968,1.72,1
57697937,2.16,1
57699301,0.31,0
57724903,0.0,0
57746555,0.54,1
57755346,0.69,1
57755361,0.2,0
57755572,0.12,0
57761801,0.0,0
57762390,0.02,0
57765860,0.41,1
57768478,1.66,1
57769941,0.0,0
57773455,0.29,0
57783233,0.09,0
57785302,0.0,0
57786447,0.02,0
57791424,0.09,0
57793192,0.0,0
57812046,0.84,1
57818788,0.11,0
57821225,0.03,0
57827692,0.74,1
57843472,0.0,0
57882444,0.24,0
57883393,1.39,1
57885166,0.06,0
57885474,6.55,1
57900598,1.35,1
57910970,0.83,1
57920236,0.39,1
57928032,0.0,0
57944278,0.0,0
57950686,1.0,1
57954654,3.88,1
57954964,0.33,0
57959988,0.0,0
57964033,1.35,1
57973441,0.36,1
57995737,0.04,0
58015359,0.0,0
58023108,0.08,0
58052561,0.24,0
58061728,0.52,1
58069023,0.17,0
58070616,0.1,0
58071546,0.19,0
58076069,1.38,1
58077160,0.12,0
58097815,4.76,1
58098561,0.16,0
58104904,0.0,0
58108232,0.0,0
58110428,0.2,0
58113598,0.0,0
58114733,0.12,0
58118452,1.47,1
58131408,0.0,0
58164974,0.75,1
58168806,0.0,0
58195065,3.61,1
58208399,0.24,0
58220119,0.84,1
58231083,0.06,0
58234433,8.25,1
58251524,1.19,1
58254001,0.47,1
58271557,2.97,1
58328044,0.12,0
58344344,5.68,1
58353872,0.12,0
58368740,0.03,0
58374682,1.37,1
58377909,0.24,0
58380725,4.21,1
58387764,0.3,0
58388047,0.22,0
58389790,0.0,0
58390804,1.74,1
58391491,16.96,1
58403098,7.35,1
58405281,0.02,0
58437137,0.2,0
58453451,8.879999999999999,1
58457614,1.13,1
58467654,0.06,0
58477936,3.5,1
58480311,0.63,1
58484199,0.0,0
58503744,0.1,0
58523861,0.0,0
58528354,1.8099999999999998,1
58556848,0.56,1
58625222,0.0,0
58629935,3.06,1
58631330,0.0,0
58633574,0.44,1
58639009,0.24,0
58658843,7.949999999999999,1
58730304,0.14,0
58735878,0.02,0
58753715,0.15,0
58773420,0.12,0
58779931,0.29,0
58782992,1.27,1
58847382,0.04,0
58857198,1.08,1
58857346,1.39,1
58877492,0.0,0
58877811,0.0,0
58882459,1.19,1
58884080,3.61,1
58884411,0.0,0
58905707,0.72,1
58916575,0.49,1
58931360,0.12,0
58943675,0.14,0
58949132,0.05,0
58953152,2.16,1
58956219,2.02,1
58964906,0.04,0
59011845,0.0,0
59018284,0.1,0
59023532,0.06,0
59026607,0.48,1
59032240,0.16,0
59037926,0.0,0
59040996,5.24,1
59043264,2.24,1
59045042,0.21,0
59051417,6.24,1
59059294,0.22,0
59066199,0.12,0
59070885,0.1,0
59073470,0.32,0
59075666,0.24,0
59089796,4.48,1
59089906,1.37,1
59093909,0.06,0
59095370,0.02,0
59101644,0.94,1
59105771,0.12,0
59111337,0.09,0
59117179,1.74,1
59156312,10.24,1
59163247,3.15,1
59169595,0.55,1
59169633,1.15,1
59181407,0.16,0
59188298,0.22,0
59204717,0.17,0
59215650,0.0,0
59215698,0.57,1
59228848,0.73,1
59240650,0.3,0
59268420,0.1,0
59315954,0.05,0
59317338,2.42,1
59333822,0.91,1
59338077,0.05,0
59345189,1.49,1
59346339,0.1,0
59359620,0.15,0
59369371,0.0,0
59377513,0.45,1
59381723,0.37,1
59392167,0.0,0
59394680,0.0,0
59407939,0.14,0
59411033,0.17,0
59432400,0.94,1
59459840,3.03,1
59463190,0.69,1
59473349,1.49,1
59477827,0.0,0
59479018,0.11,0
59488330,0.84,1
59489089,0.12,0
59493272,1.35,1
59493714,0.0,0
59499901,0.03,0
59503891,0.02,0
59505164,1.0,1
59514172,1.86,1
59515279,0.0,0
59518434,6.41,1
59518759,0.06,0
59521180,0.23,0
59552219,0.04,0
59553953,0.12,0
59575555,0.04,0
59583716,0.23,0
59591371,3.59,1
59595517,2.53,1
59609062,0.0,0
59614258,1.36,1
59627203,0.42,1
59642348,5.76,1
59656440,0.47,1
59742433,0.17,0
59746634,0.0,0
59749036,4.63,1
59749141,3.87,1
59756933,0.02,0
59764159,0.03,0
59765638,1.62,1
59773186,0.91,1
59782332,1.06,1
59788392,0.0,0
59795431,3.6100000000000003,1
59799262,0.06,0
59808986,7.97,1
59820966,2.71,1
59849677,1.79,1
59860568,0.0,0
59875550,0.04,0
59880594,1.69,1
59884496,0.29,0
59886126,2.01,1
59901605,0.0,0
59905333,0.0,0
59906749,0.18,0
59909443,0.14,0
59917107,0.37,1
59922151,4.99,1
59928816,8.06,1
59932595,0.0,0
59938558,0.09,0
59954257,0.16,0
59959974,2.02,1
59962617,0.03,0
59966705,1.5,1
59974573,1.98,1
59979344,0.0,0
59980195,0.35,0
59996301,2.11,1
60002757,0.07,0
60022283,0.45,1
60050254,0.63,1
60059749,0.51,1
60077790,0.0,0
60077920,2.23,1
60081723,4.26,1
60084155,1.0,1
60085031,0.25,0
60101290,2.53,1
60102990,0.72,1
60105727,2.97,1
60112093,0.37,1
60116071,0.65,1
60117043,1.43,1
60126047,0.26,0
60126799,0.0,0
60127679,2.79,1
60133196,0.0,0
60136891,0.22,0
60139158,3.19,1
60146124,0.4,1
60160069,1.56,1
60163700,2.68,1
60174983,0.0,0
60235514,1.28,1
60239797,0.0,0
60243396,0.25,0
60246968,0.57,1
60258049,0.3,0
60258860,0.0,0
60268675,4.69,1
60275401,3.75,1
60275648,0.7,1
60278094,0.44,1
60278793,2.47,1
60281397,10.870000000000001,1
60291768,4.41,1
60293337,3.29,1
60294559,0.07,0
60344033,0.0,0
60350045,1.07,1
60365315,0.0,0
60373268,1.55,1
60380241,3.31,1
60401178,0.27,0
60403058,0.38,1
60409176,0.7,1
60411344,0.0,0
60441049,2.75,1
60456157,0.82,1
60494212,0.03,0
60495305,0.35,0
60500199,1.61,1
60500336,0.02,0
60501531,0.14,0
60502606,0.0,0
60511673,0.18,0
60516459,1.42,1
60523852,0.07,0
60525649,0.97,1
60535622,0.0,0
60535711,0.69,1
60539147,0.1,0
60541281,0.82,1
60542135,1.68,1
60591318,0.0,0
60592809,0.18,0
60596749,0.11,0
60611396,0.0,0
60615372,0.66,1
60617592,0.02,0
60617669,0.39,1
60626720,0.06,0
60632753,0.15,0
60639864,0.4,1
60654393,0.0,0
60658041,0.0,0
60665255,2.87,1
60687546,4.84,1
60688035,11.05,1
60736303,0.03,0
60753668,0.86,1
60754157,2.05,1
60756664,0.84,1
60786164,0.06,0
60802539,0.0,0
60812510,0.26,0
60817772,0.02,0
60821050,0.02,0
60839109,1.87,1
60852834,5.89,1
60881179,2.62,1
60904698,0.07,0
60908748,6.51,1
60915621,5.380000000000001,1
60922011,0.46,1
60928518,2.81,1
60928872,0.07,0
60931296,0.0,0
60939718,0.06,0
60949187,0.6,1
60950469,1.08,1
60962117,0.04,0
60975812,0.0,0
60981198,0.86,1
60982983,0.67,1
60990988,4.61,1
60993452,0.21,0
60993987,0.0,0
60995455,0.09,0
60996330,0.07,0
61003876,0.08,0
61009334,0.36,1
61024981,0.45,1
61083367,1.4,1
61084210,2.7,1
61088024,0.0,0
61099962,0.0,0
61100797,1.51,1
61105987,0.0,0
61107296,0.19,0
61127125,0.73,1
61140228,0.12,0
61162003,0.43,1
61169465,0.03,0
61170181,0.0,0
61172932,0.0,0
61173083,0.0,0
61175161,0.04,0
61175876,4.25,1
61181163,6.609999999999999,1
61187947,0.0,0
61229318,0.02,0
61252195,0.0,0
61256671,1.18,1
61257899,0.22,0
61265293,0.68,1
61277311,1.46,1
61278632,0.38,1
61278683,0.86,1
61292168,2.51,1
61295963,0.07,0
61303786,0.02,0
61308650,2.15,1
61315984,0.0,0
61330869,0.0,0
61382075,0.06,0
61391963,25.759999999999998,1
61393656,3.57,1
61394859,0.0,0
61396454,10.67,1
61420312,1.3,1
61463458,0.09,0
61483702,0.15,0
61510761,1.13,1
61524907,0.22,0
61541256,0.69,1
61545139,0.0,0
61560050,0.39,1
61585315,0.07,0
61585786,2.66,1
61601216,0.24,0
61601937,0.18,0
61627153,0.0,0
61649734,10.57,1
61649970,4.48,1
61673952,4.22,1
61675294,0.35,0
61676383,0.0,0
61678511,5.04,1
61684714,0.0,0
61684829,0.12,0
61685550,0.09,0
61688262,0.66,1
61689461,0.06,0
61696564,0.06,0
61699814,0.48,1
61709123,0.0,0
61709745,0.35,0
61714417,2.37,1
61719199,0.08,0
61723596,3.06,1
61800014,3.78,1
61842904,1.34,1
61851470,0.0,0
61851697,0.0,0
61852803,1.17,1
61859706,0.68,1
61862775,0.06,0
61863502,0.02,0
61872828,0.9,1
61874994,0.0,0
61875246,8.100000000000001,1
61886746,0.13,0
61925777,0.11,0
61938683,0.0,0
61940591,1.57,1
61945871,0.31,0
61950433,0.0,0
61962183,0.0,0
61978844,0.16,0
61981690,1.63,1
61990664,0.6,1
62001039,0.08,0
62014210,0.0,0
62015880,0.23,0
62017927,0.18,0
62028227,0.07,0
62028455,1.76,1
62031986,6.3,1
62048197,0.08,0
62058232,0.07,0
62066342,6.909999999999999,1
62068432,0.11,0
62100691,0.9,1
62103688,0.55,1
62103724,1.86,1
62126843,0.03,0
62130666,2.76,1
62149112,0.08,0
62167677,0.21000000000000002,0
62172448,0.07,0
62183764,0.0,0
62211530,0.0,0
62225580,0.0,0
62234273,3.38,1
62237084,0.3,0
62239214,1.26,1
62258958,0.84,1
62271274,0.79,1
62279292,0.51,1
62285182,0.38,1
62287125,0.0,0
62298504,0.04,0
62307584,0.11,0
62316080,4.58,1
62317991,1.13,1
62320186,1.16,1
62328011,0.3,0
62330502,0.34,0
62335395,0.0,0
62338695,0.0,0
62345719,0.22,0
62359474,2.59,1
62409721,0.0,0
62413233,0.23,0
62425362,2.1,1
62466309,0.06,0
62466366,0.63,1
62530335,0.0,0
62535444,3.37,1
62542300,3.81,1
62557719,1.35,1
62558247,0.0,0
62560525,2.09,1
62563056,0.0,0
62570459,0.58,1
62587696,8.29,1
62588398,1.41,1
62604251,0.0,0
62605071,4.27,1
62608664,1.2,1
62633968,0.0,0
62634797,2.32,1
62635426,0.16,0
62639334,0.23,0
62641345,2.8,1
62641421,0.28,0
62659791,1.88,1
62660832,0.98,1
62665939,3.72,1
62676782,2.05,1
62680545,0.06,0
62685070,0.0,0
62685348,0.0,0
62700049,2.82,1
62701284,3.55,1
62706408,0.0,0
